"gene","Orthogroup","avg_log2FC","cluster_name","source","ref_cluster","query_cluster","species","tissue"
"Os05g0135700","OG0000372",3.78223537300755,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os12g0443500","OG0000636",3.56232441753289,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os04g0518100","OG0000362",3.55273640290178,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os02g0626100","OG0000362",3.41779988871928,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os11g0629400","OG0001230",3.3813413715545,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os12g0624000","OG0000701",3.3731075640762,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os03g0278000","OG0001242",3.36588440372467,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os08g0157500","OG0000148",3.33268436213367,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os01g0805900","OG0000155",3.25100767901157,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os07g0574800","OG0000225",3.22874726277833,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os11g0455800","OG0004944",3.12781964350872,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os05g0501300","OG0000233",2.93582644702313,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os03g0742900","OG0000832",2.91487192236755,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os11g0247300","OG0000225",2.88081693003961,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os03g0661300","OG0000155",2.74758987599804,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os12g0601400","OG0000575",2.74153254051267,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os05g0176100","OG0000049",2.62567043429611,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os07g0208500","OG0000049",2.58232731441817,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os03g0726100","OG0000225",2.54310172914469,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os03g0146100","OG0001010",2.504942073773,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os03g0223000","OG0001803",2.4774393825512,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os06g0681600","OG0000231",2.47173264128855,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os01g0282800","OG0000155",2.45938238197639,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os02g0177600","OG0000892",2.4062931972715,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os07g0252400","OG0000049",2.32652500106606,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os10g0467800","OG0000049",2.31534275390673,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os09g0422500","OG0000049",2.22782560336317,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os01g0323600","OG0000372",2.2256757431128,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os03g0795300","OG0000409",2.19668187849566,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os03g0417800","OG0001230",2.19089150616394,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os04g0687100","OG0000356",2.15388406249798,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os01g0357100","OG0010895",2.12796051405313,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os01g0159200","OG0000462",2.08452150319292,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os03g0736300","OG0001940",2.041872933506,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os07g0424400","OG0000049",2.00800776338298,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os06g0218600","OG0001110",1.93845042901181,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os05g0114000","OG0000356",1.93756439542127,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os08g0250200","OG0008035",1.92170293615644,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os06g0568200","OG0002179",1.88091514733789,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os12g0601300","OG0000832",1.87267633595605,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os04g0497200","OG0001940",1.85738619792264,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os06g0662000","OG0006711",1.81050658252962,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os11g0169900","OG0000657",1.80899109765069,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os05g0400400","OG0007926",1.75472909058511,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os02g0626400","OG0000362",1.74842960599538,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os02g0653200","OG0001110",1.72492063344786,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os02g0735200","OG0000410",1.72358076027243,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os04g0601700","OG0002094",1.72232598812322,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os02g0718900","OG0000689",1.7181450284176,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os12g0510900","OG0001446",1.7069465779268,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os04g0486600","OG0000384",1.690671026777,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os03g0202200","OG0005216",1.61435316180414,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os07g0112700","OG0001923",1.60663394809841,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_001G004600","OG0000225",0.840078357870432,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_001G267800","OG0000689",0.565192564929395,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_001G289500","OG0000225",0.85156166779269,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_002G021800","OG0000155",1.32007327786616,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_002G044900","OG0000832",2.05923828727537,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_002G181300","OG0000356",1.11361944592278,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_004G028900","OG0000233",1.98704479515083,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_004G140800","OG0010895",1.39085214675627,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_004G163400","OG0000657",0.595264757460662,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_004G188700","OG0007926",0.601102149226975,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_004G190900","OG0000701",0.752602628825598,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_005G001300","OG0000451",0.945376095509848,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_005G146800","OG0005216",0.588062945441585,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_006G123200","OG0000372",1.54505424834059,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_006G126800","OG0000362",0.670646030520604,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_007G029600","OG0000233",1.02473608959839,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_008G008900","OG0008035",0.606677446800798,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_008G040300","OG0002094",0.56983198732065,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_008G079500","OG0001940",1.59892173386614,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_008G161100","OG0000575",0.947486853389401,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_008G161200","OG0000832",1.11892849342025,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_009G062200","OG0000689",0.664064038955625,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_009G067100","OG0000155",0.785551618406108,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_009G137800","OG0002179",0.621750687947794,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_010G055400","OG0000384",0.578853541795478,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_010G157600","OG0001230",0.697506196726659,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_010G207200","OG0001242",0.567920565845123,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_010G253500","OG0006711",0.629823570112555,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_011G027300","OG0000231",1.8267655677855,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_011G129400","OG0000233",0.94195953136824,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_012G043900","OG0000410",0.915577796811867,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_013G000500","OG0000451",1.08617458076812,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_013G041300","OG0000575",0.766180424455587,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_014G015600","OG0001446",0.747252305734723,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_014G049600","OG0001110",0.908352612396847,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_014G107100","OG0000356",1.06140698640459,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_015G003100","OG0000148",0.938418626808281,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_016G054900","OG0000049",0.855378384709926,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_016G098200","OG0001010",0.890327006937043,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_017G059300","OG0004944",0.744023044177388,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_017G088600","OG0001923",1.0229758277196,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_017G092000","OG0000636",1.02943576769942,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_017G130600","OG0001803",1.27747592695521,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_017G131100","OG0000410",2.41417679639738,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_018G075900","OG0000409",0.679042803308101,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_019G036000","OG0000225",0.892700296722028,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_019G049500","OG0000892",0.863354531587324,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Potri_019G093300","OG0000462",1.54072744070121,"6","query","Root exodermis/Sclerenchym",6,"oryza_sativa","Root;Leaf"
"Os02g0662000","OG0000085",6.36505248671078,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os02g0658100","OG0002150",4.61159000816637,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os01g0668100","OG0000462",4.25942364478519,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os05g0499300","OG0000231",4.21048503483276,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os12g0623900","OG0000701",4.13959171739909,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os10g0552800","OG0000085",3.99568741141343,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os05g0135700","OG0000372",3.78223537300755,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os12g0443500","OG0000636",3.56232441753289,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os10g0551800","OG0000085",3.50888294802092,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os11g0629400","OG0001230",3.3813413715545,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os12g0624000","OG0000701",3.3731075640762,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os07g0636800","OG0001296",3.28431824142053,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os01g0805900","OG0000155",3.25100767901157,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os07g0574800","OG0000225",3.22874726277833,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os02g0629200","OG0000175",3.22439018296855,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os10g0552600","OG0000085",3.20774071457295,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os09g0248100","OG0002874",2.91506584758481,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os03g0742900","OG0000832",2.91487192236755,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os11g0247300","OG0000225",2.88081693003961,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os03g0661300","OG0000155",2.74758987599804,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os10g0552700","OG0000085",2.64250611268308,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os05g0176100","OG0000049",2.62567043429611,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os07g0208500","OG0000049",2.58232731441817,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os03g0726100","OG0000225",2.54310172914469,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os03g0146100","OG0001010",2.504942073773,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os03g0223000","OG0001803",2.4774393825512,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os06g0681600","OG0000231",2.47173264128855,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os07g0448800","OG0000175",2.46552861438932,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os01g0282800","OG0000155",2.45938238197639,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os05g0386800","OG0000182",2.45639520079673,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os04g0671300","OG0001363",2.34500910196646,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os07g0252400","OG0000049",2.32652500106606,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os10g0467800","OG0000049",2.31534275390673,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os09g0422500","OG0000049",2.22782560336317,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os01g0323600","OG0000372",2.2256757431128,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os03g0417800","OG0001230",2.19089150616394,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os01g0159200","OG0000462",2.08452150319292,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os03g0736300","OG0001940",2.041872933506,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os07g0424400","OG0000049",2.00800776338298,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os04g0521100","OG0000175",1.96791999721498,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os03g0712700","OG0007046",1.94536742882248,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os06g0218600","OG0001110",1.93845042901181,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os09g0399800","OG0000149",1.93531733066437,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os03g0416200","OG0000182",1.89976236896952,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os06g0568200","OG0002179",1.88091514733789,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os12g0601300","OG0000832",1.87267633595605,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os06g0221200","OG0003044",1.86056410263007,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os04g0497200","OG0001940",1.85738619792264,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os06g0662000","OG0006711",1.81050658252962,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os11g0169900","OG0000657",1.80899109765069,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os02g0653200","OG0001110",1.72492063344786,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os02g0735200","OG0000410",1.72358076027243,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os06g0223800","OG0005382",1.71729040841983,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os12g0510900","OG0001446",1.7069465779268,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os08g0321000","OG0002874",1.68099419520798,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os03g0788600","OG0002090",1.60890590324391,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Os07g0112700","OG0001923",1.60663394809841,"Root exodermis/Sclerenchym","reference","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_001G004600","OG0000225",1.46200147683287,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_001G096800","OG0001296",2.27416425558825,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_001G121800","OG0000085",2.58827933829731,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_001G158400","OG0000085",1.97156053042449,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_001G186700","OG0002150",0.81036086547846,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_001G272800","OG0000155",1.13915964936461,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_002G021800","OG0000155",2.1116656024765,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_003G111400","OG0000085",2.04527914089762,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_003G151700","OG0001940",0.607333339103861,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_004G075800","OG0001363",0.812656257470793,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_004G163400","OG0000657",0.530427749212125,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_004G190900","OG0000701",0.739285490713091,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_005G075900","OG0003044",0.593163488932111,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_005G194200","OG0000049",0.945503820597145,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_006G121700","OG0001010",1.34674156379476,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_006G123200","OG0000372",1.34984950344761,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_007G076500","OG0000049",0.915334251284404,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_007G087200","OG0005382",1.27296648729485,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_007G092500","OG0003044",1.49278151145173,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_007G122100","OG0000231",1.07645412027977,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_008G005000","OG0006711",0.888964526606606,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_008G012400","OG0002090",0.679671933124006,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_008G099300","OG0000372",0.71644514136095,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_008G132500","OG0007046",1.07423903865631,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_008G161200","OG0000832",0.953060264742124,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_009G067100","OG0000155",0.9891733492514,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_009G085100","OG0000225",0.620974537433987,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_009G125000","OG0000657",0.522319714128573,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_009G137800","OG0002179",0.785019918957311,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_010G157600","OG0001230",0.647022850764555,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_010G222700","OG0000175",0.826775944261475,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_010G253500","OG0006711",0.514206290849869,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_012G043900","OG0000410",0.532980159244832,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_013G019800","OG0000049",1.1853982128299,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_014G015600","OG0001446",0.896182105322277,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_014G049600","OG0001110",0.820494644943325,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
"Potri_014G168100","OG0002874",1.76648070968901,"12","query","Root exodermis/Sclerenchym",12,"oryza_sativa","Root;Leaf"
